,Unnamed: 0,directors,actors,writers,producers,year,genres,certificates,duration,Budget,Gross US,Gross Worldwide,titles,Profits,profit-per-length,profit-per-budget,len-genres,macrogenres,MAD
86,56,['David F. Sandberg'],"['Zachary Levi', 'Mark Strong', 'Asher Angel', 'Jack Dylan Grazer', 'Adam Brody', 'Djimon Hounsou', 'Faithe Herman', 'Meagan Good', 'Grace Fulton', 'Michelle Borth']","['Henry Gayden', 'Darren Lemke', 'Bill Parker', 'C.C. Beck']",['Peter Safran'],2019,Action  Adventure," PG-13
",132.0,100000000.0,140371656.0,365971656.0,Shazam!,265971656.0,2014936.787878788,2.65971656,2,Action,0.791971424824651
87,58,['Chad Stahelski'],"['Keanu Reeves', 'Halle Berry', 'Ian McShane', 'Laurence Fishburne', 'Mark Dacascos', 'Asia Kate Dillon', 'Lance Reddick', 'Tobias Segal', 'Anjelica Huston', 'Saïd Taghmaoui']","['Derek Kolstad', 'Shay Hatten', 'Chris Collins', 'Marc Abrams']","['Basil Iwanyk', 'Erica Lee']",2019,Action  Crime," R
",131.0,75000000.0,171015687.0,326709727.0,John Wick: Chapter 3 - Parabellum,251709727.0,1921448.2977099242,3.3561296933333336,2,Action,1.1011298101903881
88,60,['Tim Miller'],"['Linda Hamilton', 'Arnold Schwarzenegger', 'Mackenzie Davis', 'Natalia Reyes', 'Gabriel Luna', 'Diego Boneta', 'Ferran Fernández', 'Tristán Ulloa', 'Tomás Álvarez', 'Tom Hopper']","['James Cameron', 'Charles H. Eglee', 'Josh Friedman', 'David S. Goyer']","['James Cameron', 'David Ellison']",2019,Action  Adventure," R
",128.0,185000000.0,62253077.0,261119292.0,Terminator: Dark Fate,76119292.0,594681.96875,0.4114556324324325,2,Action,-0.2060980902069868
89,62,['F. Gary Gray'],"['Chris Hemsworth', 'Tessa Thompson', 'Kumail Nanjiani', 'Rebecca Ferguson', 'Rafe Spall', 'Emma Thompson', 'Liam Neeson', 'Laurent Bourgeois', 'Larry Bourgeois', 'Kayvan Novak']","['Matt Holloway', 'Art Marcum', 'Lowell Cunningham']","['Laurie MacDonald', 'Walter F. Parkes']",2019,Action  Adventure," PG-13
",114.0,110000000.0,80001807.0,253890701.0,Men in Black: International,143890701.0,1262199.1315789474,1.3080972818181815,2,Action,0.19194765492270405
90,64,['Simon Kinberg'],"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Sophie Turner', 'Tye Sheridan', 'Alexandra Shipp', 'Evan Peters', 'Kodi Smit-McPhee', 'Jessica Chastain']",['Simon Kinberg'],"['Todd Hallowell', 'Simon Kinberg', 'Hutch Parker', 'Lauren Shuler Donner']",2019,Action  Adventure," PG-13
",113.0,200000000.0,65845974.0,252442974.0,X-Men: Dark Phoenix,52442974.0,464097.1150442478,0.26221487,2,Action,-0.27235047824499103
91,72,['Dexter Fletcher'],"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard', 'Gemma Jones', 'Steven Mackintosh', 'Tom Bennett', 'Matthew Illesley', 'Kit Connor', 'Charlie Rowe']",['Lee Hall'],"['Adam Bohling', 'David Furnish', 'David Reid', 'Matthew Vaughn']",2019,Biography  Drama," R
",121.0,40000000.0,96368160.0,195179299.0,Rocketman,155179299.0,1282473.5454545454,3.879482475,2,Biography,1.3334615874248215
92,75,['Jill Culton'],"['Chloe Bennet', 'Albert Tsai', 'Tenzing Norgay Trainor', 'Joseph Izzo', 'Eddie Izzard', 'Sarah Paulson', 'Tsai Chin', 'Michelle Wong', 'Rich Dietl', 'James Hong']",['Jill Culton'],"['Suzanne Buirgy', 'Peilin Chou', 'Dave Polsky']",2019,Animation  Adventure," PG
",97.0,75000000.0,60716390.0,189892513.0,Abominable,114892513.0,1184458.8969072164,1.5319001733333333,2,Animation,0.2913003771349228
95,83,['Thurop Van Orman'],"['Jason Sudeikis', 'Josh Gad', 'Leslie Jones', 'Bill Hader', 'Rachel Bloom', 'Awkwafina', 'Sterling K. Brown', 'Eugenio Derbez', 'Tiffany Haddish', 'Danny McBride']","['Peter Ackerman', 'Eyal Podell', 'Jonathon E. Stewart']",['John Cohen'],2019,Animation  Adventure," PG
",97.0,65000000.0,41667116.0,154692886.0,The Angry Birds Movie 2,89692886.0,924668.9278350516,1.379890553846154,2,Animation,0.22381881156510386
96,87,['Neil Burger'],"['Kevin Hart', 'Bryan Cranston', 'Nicole Kidman', 'Aja Naomi King', ""Jahi Di'Allo Winston"", 'Genevieve Angelson', 'Golshifteh Farahani', 'Tate Donovan', 'Julianna Margulies', 'Suzanne Savoy']","['Jon Hartmere', 'Éric Toledano', 'Olivier Nakache']","['Todd Black', 'Jason Blumenthal', 'Steve Tisch']",2019,Comedy  Drama," PG-13
",126.0,37500000.0,108252517.0,125852517.0,The Upside,88352517.0,701210.4523809524,2.35606712,2,Comedy,0.6571724583860367
98,93,['Paul Feig'],"['Madison Ingoldsby', 'Emma Thompson', 'Boris Isakovic', 'Lucy Miller', 'Emilia Clarke', 'Maxim Baldry', 'Margaret Clunie', 'John-Luke Roberts', 'Michelle Yeoh', 'Bilal Zafar']","['George Michael', 'Emma Thompson', 'Greg Wise', 'Bryony Kimmings']","['Erik Baiers', 'Jessie Henderson', 'David Livingstone', 'Emma Thompson']",2019,Comedy  Drama," PG-13
",103.0,25000000.0,35150750.0,121550750.0,Last Christmas,96550750.0,937385.9223300972,3.8620300000000003,2,Comedy,1.3257139176389139
99,95,[],"['Sofia Mali', 'Jennifer Garner', 'Ken Hudson Campbell', 'Kenan Thompson', 'Mila Kunis', 'John Oliver', 'Ken Jeong', 'Norbert Leo Butz', 'Matthew Broderick', 'Brianna Denski']","['Josh Appelbaum', 'André Nemec', 'Robert Gordon']","['Josh Appelbaum', 'Kendra Haaland', 'André Nemec']",2019,Animation  Adventure," PG
",85.0,100000000.0,45216793.0,119559110.0,Wonder Park,19559110.0,230107.17647058825,0.19559110000000002,2,Animation,-0.30192674005612413
100,104,['Adrian Grunberg'],"['Sylvester Stallone', 'Paz Vega', 'Sergio Peris-Mencheta', 'Adriana Barraza', 'Yvette Monreal', 'Genie Kim', 'Joaquín Cosio', 'Pascacio López', 'Óscar Jaenada', 'Alexander Dimitrov']","['Matthew Cirulnick', 'Sylvester Stallone', 'Dan Gordon', 'David Morrell']","['Avi Lerner', 'Yariv Lerner', 'Steven Paul', 'Kevin King Templeton', 'Les Weldon']",2019,Action  Adventure," R
",89.0,50000000.0,44819352.0,91490353.0,Rambo: Last Blood,41490353.0,466183.7415730337,0.82980706,2,Action,-0.02037951933056128
101,108,['Hans Petter Moland'],"['Liam Neeson', 'Laura Dern', 'Micheál Richardson', 'Michael Eklund', 'Bradley Stryker', 'Wesley MacInnes', 'Tom Bateman', 'Domenick Lombardozzi', 'Nicholas Holmes', 'Jim Shield']","['Frank Baldwin', 'Kim Fupz Aakeson']","['Finn Gjerdrum', 'Stein B. Kvae', 'Michael Shamberg', 'Ameet Shukla']",2019,Action  Crime," R
",119.0,60000000.0,32138862.0,76419755.0,Cold Pursuit,16419755.0,137981.1344537815,0.2736625833333333,2,Action,-0.26726849974564365
102,109,['Gail Mancuso'],"['Josh Gad', 'Dennis Quaid', 'Kathryn Prescott', 'Marg Helgenberger', 'Betty Gilpin', 'Henry Lau', 'Abby Ryder Fortson', 'Ian Chen', 'Emma Volk', 'Johnny Galecki']","['W. Bruce Cameron', 'Cathryn Michon', 'Maya Forbes', 'Wallace Wolodarsky']",['Gavin Polone'],2019,Comedy  Drama," PG
",109.0,16000000.0,22782371.0,75602573.0,A Dog's Journey,59602573.0,546812.5963302752,3.7251608125,2,Comedy,1.2649536375860577
103,111,['Tom Hooper'],"['Robbie Fairchild', 'Mette Towley', 'Daniela Norman', 'Jaih Betote', 'Larry Bourgeois', 'Laurent Bourgeois', 'Francesca Hayward', 'Jonadette Carpio', 'Laurie Davidson', 'Zizi Strallen']","['T.S. Eliot', 'Lee Hall', 'Tom Hooper', 'Andrew Lloyd Webber']","['Tim Bevan', 'Eric Fellner', 'Debra Hayward', 'Tom Hooper']",2019,Comedy  Drama," PG
",110.0,95000000.0,27166770.0,73695985.0,Cats,-21304015.0,-193672.86363636365,-0.2242527894736842,2,Comedy,-0.48830785891022266
104,112,['Elizabeth Banks'],"['Kristen Stewart', 'Naomi Scott', 'Ella Balinska', 'Elizabeth Banks', 'Patrick Stewart', 'Djimon Hounsou', 'Sam Claflin', 'Jonathan Tucker', 'Nat Faxon', 'Chris Pang']","['Elizabeth Banks', 'Evan Spiliotopoulos', 'David Auburn']","['Elizabeth Banks', 'Doug Belgrad', 'Elizabeth Cantillon', 'Max Handelman']",2019,Action  Adventure," PG-13
",118.0,48000000.0,17803077.0,73279888.0,Charlie's Angels,25279888.0,214236.33898305087,0.5266643333333333,2,Action,-0.15495354073514558
105,118,['Marielle Heller'],"['Tom Hanks', 'Matthew Rhys', 'Chris Cooper', 'Susan Kelechi Watson', 'Maryann Plunkett', 'Enrico Colantoni', 'Wendy Makkena', 'Tammy Blanchard', 'Noah Harpster', 'Carmen Cusack']","['Micah Fitzerman-Blue', 'Noah Harpster', 'Tom Junod']","['Youree Henley', 'Leah Holzer', 'Peter Saraf', 'Marc Turtletaub']",2019,Biography  Drama," PG
",109.0,25000000.0,61704055.0,67760877.0,A Beautiful Day in the Neighborhood,42760877.0,392301.623853211,1.71043508,2,Biography,0.3705573021333063
106,123,['Jay Roach'],"['Charlize Theron', 'Nicole Kidman', 'Margot Robbie', 'John Lithgow', 'Allison Janney', 'Malcolm McDowell', 'Kate McKinnon', 'Connie Britton', 'Liv Hewson', 'Brigette Lundy-Paine']",['Charles Randolph'],"['A.J. Dix', 'Aaron L. Gilbert', 'Robert Graf', 'Michelle Graham']",2019,Biography  Drama," R
",109.0,32000000.0,31762808.0,59588732.0,Bombshell,27588732.0,253107.63302752288,0.862147875,2,Biography,-0.006022475116080168
107,126,['Roxann Dawson'],"['Marcel Ruiz', 'Topher Grace', 'Sarah Constible', 'Dennis Haysbert', 'Nancy Sorel', 'Miriam Smith', 'Victor Zinck Jr.', 'Mike Colter', 'Chrissy Metz', 'Josh Lucas']","['Grant Nieporte', 'Joyce Smith']",['DeVon Franklin'],2019,Biography  Drama," PG
",116.0,14000000.0,40713082.0,50444358.0,Breakthrough,36444358.0,314175.5,2.6031684285714287,2,Biography,0.7668680369487954
108,129,['Brian Kirk'],"['Chadwick Boseman', 'Sienna Miller', 'J.K. Simmons', 'Stephan James', 'Taylor Kitsch', 'Keith David', 'Alexander Siddig', 'Louis Cancelmi', 'Victoria Cartagena', 'Gary Carr']","['Adam Mervis', 'Matthew Michael Carnahan']","['Chadwick Boseman', 'Logan Coles', 'Mike Larocca', 'Gigi Pritzker']",2019,Action  Crime," R
",99.0,33000000.0,28539757.0,49939757.0,21 Bridges,16939757.0,171108.65656565654,0.5133259696969696,2,Action,-0.16087483481744067
109,133,['Melina Matsoukas'],"['Daniel Kaluuya', 'Jodie Turner-Smith', 'Bokeem Woodbine', 'Chloë Sevigny', 'Flea', 'Sturgill Simpson', 'Indya Moore', 'Benito Martinez', ""Jahi Di'Allo Winston"", 'Gralen Bryant Banks']","['Lena Waithe', 'James Frey']","['Pamela Abdy', 'Andrew Coles', 'James Frey', 'Michelle Knudsen']",2019,Crime  Drama," R
",132.0,17000000.0,43808310.0,47489558.0,Queen & Slim,30489558.0,230981.5,1.7935034117647062,2,Crime,0.4074337912375256
110,138,['Neil Marshall'],"['Mark Stanley', 'Brian Gleeson', 'Nadya Keranova', 'Maria Tepavicharova', 'Ana Tabakova', 'Milla Jovovich', 'Penelope Mitchell', 'Terry Randal', 'Ian McShane', 'David Harbour']","['Andrew Cosby', 'Mike Mignola']","['Lawrence Gordon', 'Carl Hampe', 'Yariv Lerner', 'Lloyd Levin']",2019,Action  Adventure," R
",120.0,50000000.0,21903748.0,44664690.0,Hellboy,-5335310.0,-44460.91666666666,-0.10670619999999999,2,Action,-0.4361254515610217
111,147,['Simon Curtis'],"['Kevin Costner', 'Milo Ventimiglia', 'Jackie Minns', 'Marcus Hondro', 'Ian Lake', 'Andres Joseph', 'Gary Cole', 'Donald Heng', 'Peter Ciuffa', 'Matthew Kevin Anderson']","['Mark Bomback', 'Garth Stein']","['Patrick Dempsey', 'Tania Landau', 'Neal H. Moritz']",2019,Comedy  Drama," PG
",109.0,20000000.0,26395642.0,33766787.0,The Art of Racing in the Rain,13766787.0,126300.79816513762,0.68833935,2,Comedy,-0.08318121951626761
112,148,['Bill Condon'],"['Helen Mirren', 'Ian McKellen', 'Russell Tovey', 'Jim Carter', 'Mark Lewis Jones', 'Laurie Davidson', 'Phil Dunster', 'Lucian Msamati', 'Jóhannes Haukur Jóhannesson', 'Tunji Kasim']","['Jeffrey Hatcher', 'Nicholas Searle']","['Bill Condon', 'Greg Yolen']",2019,Crime  Drama," R
",109.0,10000000.0,17156058.0,33756058.0,The Good Liar,23756058.0,217945.48623853206,2.3756057999999998,2,Crime,0.6658462562681431
113,151,['Kelly Asbury'],"['Pitbull', 'Ice-T', 'Kelly Clarkson', 'Blake Shelton', 'Leehom Wang', 'Wanda Sykes', 'Gabriel Iglesias', 'Emma Roberts', 'Kelly Asbury', 'Jane Lynch']","['Alison Peck', 'Robert Rodriguez', 'David Horvath', 'Sun-min Kim']","['Oren Aviv', 'Jane Hartwell', 'Robert Rodriguez']",2019,Animation  Adventure," PG
",87.0,45000000.0,20150241.0,32450241.0,UglyDolls,-12549759.0,-144250.10344827586,-0.2788835333333333,2,Animation,-0.5125600617400825
